Judul,Konten
keberagaman bukan ancaman  tokoh agama   kesetaraan  bernegara   kompas com , jakarta  kompas com   salah satu pesan  acara world peace forum  wpf  ketujuh  diselenggarakan  hotel sultan  jakarta  pentingnya penerapan inclusive citizenship  kesetaraan  bernegara      diungkapkan  uskup gunnar stalsett  seorang tokoh agama   anggota komite nobel  konferensi pers   hotel sultan  jakarta  kamis  1682018      katakan perlu kesetaraan  bernegara  laki laki  perempuan   semua agama  ras   ucap     berpendapat  diskriminasi   terjadi   berhubungan  peran eksklusivitas agama  ras tertentu   memunculkan gerakan gerakan ekstremis baca   ajari anak keberagaman sedini mungkin padahal  keberagaman tersebut  bukan menjadi alasan pemecah perdamaian    akhirnya mengakibatkan  masyarakat tertentu  terdiskriminasi     berbicara  peradaban    semangat keberagaman indonesia   mendorong keberagaman  persatuan   ucap gunnar    keberagamanan bukanlah ancaman  persatuan    tegasnya   baca   upaya masjid kowloon membangun harmoni  tengah keberagaman hongkong    pandangan tersebut  menjadi pelajaran  seluruh kalangan  baik komunitas religius  masyarakat sipil maupun politisi   tokoh agama  oslo  norway  tersebut tak mengelak   kesetaraan  bernegara  menjadi masalah besar  global       tujuan kesetaraan tersebut tercapai   optimis dunia  menikmati perubahan besar  keadilan  perdamaian   rekonsiliasi tahun   wpf membicarakan  pandangan jalan tengah  peradaban dunia   forum  diikuti   250 orang  34 negara  berasal  beragam profesi   akademisi  aktivis   tokoh agama   
 laman kompas com berbeda hari     kompas com , pembaca  budiman   barangkali bertanya   apa  laman kompas com  terlihat berbeda hari kami memang sengaja membuatnya berbeda  tiga hari mendatang  mulai hari   18 agustus lusa bertetapan  pembukaan asian games coretan   lihat  laman kompas com   bagian atas  background   bagian bawah  karya tiga perupa indonesia   wulang sunu  anto motulz   reza mustar   baca   kompas com merayakan kolaborasi bersama anto motulz  wulang sunu   reza mustar   undang  mewarnai laman kompas com  satu tujuan  merayakan kolaborasi     mengajak pembaca kompas com  merayakan kolaborasi  tiga hari dua alasanada  alasan   pertama    merayakan kolaborasi internal empat kompas  4k   kompas cetak  kompas com  kompas id   kompas tv internal  tahun   sejarah  4k    pertama kali 4k tinggal  satu rumah  menara kompas   cetak  online bahkan kini bekerja  satu lantai  sekat   kompas tv    dihubungkan  tangga  tengah ruangan   sebelumnya   tinggal terpisah   kini  pulang  rumah bersama   tinggal   satu rumah   kolaborasi     merekatkan lebih rapat  kerja kerja kolaboratif  ruang redaksi     sangat terbantu   tinggal  satu ruangan era digital bukan  era kompetisi   kolaborasi   sebuah sikap aktif  bekerja sama satu sama   mencapai sebuah tujuan   kompas cetak  online   tv kini saling mengisi satu sama    menghadirkan informasi    kredibel    multimedia interaksi antar  saling memperkaya perspektif    perspektif  kaya   berharap makin jernih menyajikan informasi  pembaca  4k  mengayunkan langkah kolaboratif    kompas gramedia  sebuah korporasi    melakukan konsolidasi internal  korporat  bergerak bersama  saling bersinergi mendukung satu sama  menghadapi tantangan baru  era digital  penuh  perubahan perubahan baru  kedua   eksternal    menularkan semangat kolaboratif   semua anak negeri  tanah air tercinta    indonesia membutuhkan semangat kolaboratif   maju bersama terlebih  mesin mesin politik mulai memanas   pasangan calon presiden  wakil presiden  definitif mendaftarkan diri  komisi pemilihan umum  berlaga  pemilihan presiden tahun depan kolaborasi terkandung semangat saling menghargai perbedaan  pantang menyerah mengatasi tantangan   selalu opitmistis memandang masa depan masyarakat  akar rumput  terpolarisasi sejak ajang pilpres 2014 lalu  dipertajam  pilkada dki jakarta  2017  mengajak seluruh masyarakat indonesia  bergandengan tangan  bergerak menuju kebaikan bersama  indonesia sejahtera        memandang  perayaan  paling tepat atas kolaborasi    ulang tahun 73 republik indonesia  17 agustus 1945  kemerdekaan indonesia  puncak kolaborasi perjuangan rakyat seluruh nusantara membebaskan diri  penjajahan bukan kebetulan   sehari  hari kemerdekaan  18 agustus  pesta olahraga asia  asian games  dimulai  jakarta  palembang    momen  baik  mewujudnyatakan kolaborasi   bangsa  bentuk dukungan   atlet  berlaga seninah   merayakan kolaborasi   kompas com membiarkan dirinya menjadi ruang ekspresi tiga seniman visual    seni menjadi ekspresi  perayaan kolaborasi   seni  ekspresi kreativitas  batas    menandai semangat kompas com  3k  kompas gramedia  membangun spirit kolaborasi  batas  mencapai tujuan bersama      mengajak pembaca  budiman   seluruh masyarakat indonesia  saling bergandengan tangan  melepaskan permusuhan  berdiri  bumi pertiwi  atas nama satu indonesia kolaborasi bersama 3 perupa  merupakan pembuka  sebuah kolaborasi besar    rayakan bersamaan  ulang tahun kompas com  14 september mendatang nantikan kolaborasi besar kompas com selanjutnya   
pidato  ketua dpr keliru sebut nama belakang megawati   kompas com , jakarta  kompas com — ketua dpr ri bambang soesatyo sempat salah menyebut nama presiden kelima ri megawati soekarnoputri  pidato pembukaan sidang bersama dpr  dpd d kompleks parlemen  senayan  jakarta  kamis  1682018   awalnya  bambang menyapa presiden joko widodo  wakil presiden jusuf kalla  hadir  sidang tersebut kemudian bambang menyapa megawati    keliru  menyebut nama belakang ketua umum pdi p baca   ketua mpr  pak presiden   titipan  emak emak  harga bahan pokok terjangkau    hormati presiden indonesia kelima ibu hajah megawati soekarnoputra       ujar bambang sontak anggota dewan  mendengar bertepuk tangan bambang segera meralat ucapannya   menyebut megawati  sebutan ibunda    putri maksud    maaf  ibunda   biar lebih afdal  ulang     terhormat presiden indonesia kelima ibu hajah megawati soekarnoputri   ralat bambang baca   buka sidang tahunan  ketua mpr sapa muhaimin  cawapressetelah meralat  bambang melanjutkan pidatonya  menyapa sejumlah pejabat tinggi negara   ketua mpr zulkifli hasan  wakil ketua mpr ahmad basarah  mahyudin  ahmad muzani   ee mangindaan  bambang  keliru  menyebut jabatan muhaimin iskandar   bambang menyebut muhaimin  ketua mpr  bukan  wakil ketua mpr      hormati ketua mpr saudara muhaimin iskandar       ucap bambang  berhenti sejenak   membaca naskah pidatonya      tulisannya ketua     hormati wakil ketua mpr saudara muhaimin iskandar   kata politisi partai golkar    
prabowo  bertemu presiden jokowi  pilpres   kompas com , jakarta  kompas com — bakal calon presiden sekaligus ketua umum partai gerindra prabowo subianto mengungkapkan keinginannya  bertemu presiden joko widodo  pilpres 2019   katakan  bertemu wakil presiden jusuf kalla  rumah dinas wapres  jalan diponegoro  jakarta pusat  rabu  1582018  malam pertemuan  hadir  calon wakil presiden sandiaga uno       minta waktu   bertemu  pak jokowi   ujar prabowo  memberikan keterangan seusai pertemuan baca   maju pilpres 2019  prabowo sandiaga minta restu jusuf kallaprabowo mengatakan  dirinya  melaksanakam demokrasi  baik  mengedepankan nilai nilai kesantunan meski menjadi rival  kontestasi pilpres 2019  nilai nilai persahabatan  kekeluargaan  tetap dijaga pertemuan  presiden jokowi  kata prabowo   dijadwalkan  peringatan hut ri 17 agustus 2018     tetap  melaksanakan demokrasi  dewasa   baik   santun  demokrasi  kelihatan sangat matang  dewasa   kata prabowo baca   kamis sore   prabowo sandiaga dijadwalkan bertemu pimpinan pbnuterkait pertemuannya  jusuf kalla  prabowo mengatakan  dirinya meminta restu terkait pencalonannya  capres cawapres  pilpres 2019 prabowo  pertemuan   bertujuan  menjaga hubungan baik  kekeluargaan  dirinya  kalla kendati prabowo pernah menjadi pesaing kalla  pilpres 2009  2014   menegaskan tetap menjalin persahabatan  politisi senior partai golkar  sejak lama    sesuai  adat istiadat  bangsa indonesia   muda datang   lebih senior  sowan   mohon restu   melakukan pekerjaan  rakyat    ucap prabowo   
soal rencana pemerintah naikkan gaji pns 5 persen   kata prabowo   kompas com , jakarta  kompas com   bakal calon presiden sekaligus ketua umum partai gerindra prabowo subianto mengatakan  segala bentuk program  kebijakan pemerintah  membantu  meringankan penderitaan masyarakat indonesia  baik   kalau  usaha  kesejahteraan pns  guru abri   tentunya baik  bagus   ujar prabowo  kantor pbnu  jakarta  kamis  1682018   menanggapi rencana pemerintah   menaikkan gaji pokok  pensiun pokok   aparatur negara  2019 mendatang baca   tahun depan  pemerintah  naikkan gaji pns sebesar 5 persenprabowo menuturkan    problem terkini  dihadapi bangsa indonesia   masalah  bidang ekonomi  persoalan kemiskinan  menciptakan suatu ekonomi  lebih adil   stabilitas harga harga kebutuhan pangan  terjangkau     penting kemampuan ekonomi   ingat rakyat indonesia miskin  diperbaiki   tuturnya baca   perubahan skema gaji  pns bakal  tunjangan kemahalandiberitakan  pemerintah berencana menaikkan gaji pokok  pensiun pokok   aparatur negara  2019 mendatang rencana  bakal dimasukkan  rancangan anggaran pendapatan  belanja negara  rapbn  2019     2019  pemerintah  menaikkan gaji pokok  pensiun pokok  aparatur negara  pensiunan sebesar rata rata 5 persen   ucap presiden joko widodo  jokowi   rapat paripurna rapbn 2019  gedung dpr ri  senayan  jakarta  kamis baca   gaji polisi kurang  wakapolri sambut baik rencana kenaikan gaji pnsrencana tersebut dicanangkan pemerintah lantaran  melanjutkan tren positif  terjadi  birokrasi selama 2018 2018  pemerintah  melakukan percepatan pelaksanaan reformasi  86 kementerianlembaga  kl   memberikan pelayanan publik  lebih mudah  baik   cepat   transparan   
sekjen nasdem  pidato ketua mpr genit   kompas com , jakarta  kompas com — sekjen partai nasdem johnny g platte menyesalkan pidato ketua majelis permusyawaratan rakyat  mpr  zulkifli hasan  sidang tahunan mpr  kompleks parlemen  senayan  jakarta  kamis  1682018   menilai pidato  disampaikan zulkfli  hadapan presiden joko widodo   pantas     lihat  pidato pak ketua mpr terlalu genit    pidato  melebihi tugas mpr    tugas dpr pengawasan  bukan tugas mpr   kata johnny ditemui usai sidang tahunan    jadi  genit     kalau mau menilai kinerja kabinet  lebih genit    layak   harusnya pidato ketua mpr sesuai fungsi  tugas mpr       tambah baca   ketua mpr  kesenjangan turun bukan  pendapatan kelas bawah naikselain keluar  fungsinya     kritik zulkifli  keliru   zulkifli menyebut  kesenjangan menurun  turunnya penghasilan masyarakat kelas atas   anggota komisi xi dpr   kesenjangan justru menurun  naiknya pendapatan masyarakat kelas bawah     naiknya masyarakat kelas bawah  tingkat disparitas mengecil   tak   ketua mpr sampaikan   ketua mpr menafsirkan  satu sisi   bagian  ilusi politik   kata sementara   mengenai harga bahan pokok  kerap naik  era pemerintahan jokowi  johnny tak membantahnya        menurunkan harga bahan pokok memang  mudah baca   ketua mpr  pak presiden   titipan  emak emak  harga bahan pokok terjangkau  harga bahan pokok nyata   ilusi kalau jadi presiden terus menurunkan harga harga     mekanisme pasar    bagian  ilusi     masalah bangsa   diatasi bersama   kata    
pasangan prabowo subianto sandiaga uno sambangi pbnu   kompas com , jakarta  kompas com   bakal calon presiden  wakil presiden prabowo subianto sandiaga uno menyambangi pimpinan pengurus besar nahdlatul ulama  pbnu   kamis  1682018  sore   prabowo tiba  kantor pengurus besar nahdlatul ulama  pbnu  jakarta pusat   pukul 15 48 wib   mobil lexus berwarna putih berplat nomor b1710 psd  ditumpangi prabowo langsung masuk  area kantor pbnu   prabowo  mengenakan setelan baju safari berwarna coklat  peci hitam langsung masuk   kantor pbnu    sowan keliling  tokoh tokoh minta doa restu   kata prabowo baca   prabowo  bertemu presiden jokowi  pilpres prabowo tiba  kantor pbnu   disambut  sekjen partai gerindra ahmad muzani   sebelumnya bakal calon wakil presiden sandiaga uno  datang terlebih   kantor pbnu  pukul 15 27 wib   sandi  mengenakan kemeja biru  peci hitam langsung masuk   gedung pbnu   sekjen partai gerindra ahmad muzani sebelumnya  menuturkan  pertemuan tersebut merupakan lanjutan  pertemuan  prabowo  ketua umum pbnu said aqil siradj  pendaftaran capres cawapres  senin  1672018  lalu baca   maju pilpres 2019  prabowo sandiaga minta restu jusuf kalla   bagian  lanjutan  pertemuan awal    kan dulu  datang  pbnu   kata muzani   pasangan prabowo subianto sandiaga uno direncanakan sowan  sejumlah organisasi massa  pendaftaran capres cawapres   pimpinan pusat muhammadiyah menjadi ormas pertama  dikunjungi   prabowo sandiaga berkunjung  kantor pp muhammadiyah  menteng  jakarta pusat  senin  1382018    
ketua dpr  kapolri ajukan kapolda metro jaya idham azis jadi wakapolri   kompas com , jakarta  kompas com   ketua dpr ri bambang soesatyo mengungkapkan  dirinya  mendengar sosok pengganti syafruddin  kepala polri  wakapolri   diketahui syafruddin  mengundurkan diri  polri  dilantik  menteri pendayagunaan aparatur negara  reformasi birokrasi  pan rb   rabu  1582018  pagi   istana negara  jakarta baca   mabes  nama nama calon wakapolri  beredar hanyalah isumenurut bambang  kapolri jenderal tito karnavian  mengajukan kapolda metro jaya irjen idham azis  wakapolri     mendengar pak kapolri  mengajukan nama idham   ujar bambang  ditemui  kompleks parlemen  senayan  jakarta  kamis  1682018   kendati   bambang   memastikan  nantinya jabatan wakapolri  dipegang  idham baca    ipw  posisi wakapolri biasanya diberikan  bintang tigaia mengatakan  keputusan tersebut sepenuhnya tergantung  persetujuan presiden joko widodo      mendengar informasinya   soal jadi  tidaknya  kan tergantung pak presiden   kata bambang sebelumnya  kepala biro penerangan masyarakat polri brigjen pol mohammad iqbal mengatakan  kapolri memiliki hak prerogatif  menunjuk wakapolri baca    kriteria calon wakapolri pengganti syafruddinlebih lanjut  kata iqbal  kriteria pengganti syafruddin  dipilih  perwira tinggi polri        putusan  pimpinan   jabatan wakapolri tersebut  murni hak prerogatif bapak kapolri   kata iqbal  mabes polri  rabu  1582018       prediksi  lama  pak kapolri segera menunjuk siapa wakapolri   mendampingi bapak kapolri mengawaki institusi polri   sambung iqbal   
kamis sore   prabowo sandiaga dijadwalkan bertemu pimpinan pbnu   kompas com , jakarta  kompas com — calon presiden sekaligus ketua umum partai gerindra prabowo subianto dijadwalkan bertemu pimpinan pengurus besar nahdlatul ulama  pbnu   kamis  1682018  sore pertemuan   prabowo  didampingi calon wakil presiden sandiaga uno    besok  kamis  pak prabowo  pbnu pukul 16 00   ujar sekjen partai gerindra ahmad muzani  ditemui  kediaman prabowo  jakarta selatan  rabu  1582018  malam  muzani  mengungkapkan  apa    dibicarakan  pertemuan tersebut baca   maju pilpres 2019  prabowo sandiaga minta restu jusuf kallaia  menuturkan  pertemuan tersebut merupakan lanjutan  pertemuan  prabowo  ketua umum pbnu said aqil siradj  pendaftaran capres cawapres  senin  1672018  lalu     bagian  lanjutan  pertemuan awal    kan dulu  datang  pbnu   kata muzani pasangan prabowo subianto sandiaga uno direncanakan sowan  sejumlah organisasi massa  pendaftaran capres cawapres pimpinan pusat muhammadiyah menjadi ormas pertama  dikunjungi   prabowo sandiaga berkunjung  kantor pp muhammadiyah  menteng  jakarta pusat  senin  1382018   wakil ketua umum partai gerindra fadli zon mengungkapkan  pasangan prabowo sandiaga  berharap  berkunjung  kantor pbnu   permintaan  berkunjung   diajukan      minta waktu  pbnu dulu    jawaban   kata fadli baca    prabowo  muhammadiyah titip pesan  sama   jokowiadapun  kunjungan  pbnu   fadli  pasangan prabowo sandi  meminta masukan  wejangan      kontestasi kan bagus   menerima masukan masukan  wejangan nasihat   kata sementara   said aqil siradj menyatakan  pihaknya terbuka  kedatangan calon presiden prabowo subianto  diusung partai gerindra  pks  pan   partai demokrat    silakan   terbuka  monggo   kata said aqil siradj  kantor pbnu  senen  jakarta  selasa  1482018    
presiden    berani buat kebijakan  hasilnya tak dinikmati     kompas com , jakarta  kompas com — presiden joko widodo menegaskan  indonesia  mengejar ketertinggalannya  negara negara   mampu berlari lebih cepat  menggapai kemajuan indonesia  menjadi negara maju   berdiri sejajar  negara negara maju lainnya  dunia    indonesia  memperkuat fondasi  mengumpulkan energi  melakukan lompatan kemajuan   indonesia  berani melakukan terobosan  melompat jauh  depan baca   presiden   yakin  mampu menghadapi tantangan seberat apa     berani membuat kebijakan  hasilnya   nikmati     membuat langkah   depan menjadi lebih cepat   kata jokowi  sidang tahunan dpr dpd  kompleks parlemen  jakarta  kamis  1682018   jokowi mengatakan  indonesia   terjebak  pragmatisme jangka pendek  justru membuat jalan negara  melambat  masa depan   indonesia   terjebak  status  negara berpenghasilan menengah       terkena middle income trap     berhasil menjadi negara maju  menjadi indonesia  maju   ujar oleh     presiden  apa  dilakukan pemerintah kemarin    bukanlah semata mata  memecahkan masalah masa kini  masalah satu tahun  depan baca   presiden jokowi  pemerintah bekerja jaga stabilitas harga bahan pokoktetapi  semua   menjadi bagian  lompatan kemajuan indonesia  menjawab masalah masalah  masa depan    keberhasilan timnas sepak bola indonesia u 16 menjuarai turnamen asean football federation  11 agustus 2018  salah satu contohnya   tim   berusia 16 tahun  bawah   masa depan sepakbola indonesia    masa depan indonesia   kata contoh   pembangunan infrastruktur   selama empat tahun   kata jokowi  infrastruktur dibangun  masif  merata  seluruh pelosok tanah air   hasilnya  dirasakan  beberapa tahun mendatang    pembangunan ekonomi bukan   dinikmati  masa sekarang     dirasakan  jangka panjang   pembangunan mesti berkesinambungan   ujarnya   
